sample_id,ground_truth,is_bad_name,prediction,score
0,decodedCapacity,True,True,0.6394267984578837
1,canExclude,True,False,0.025010755222666936
2,expectedIndexName,True,False,0.27502931836911926
3,style,False,False,0.22321073814882275
4,methodHandlesLookup,True,True,0.7364712141640124
5,nPredicates,True,True,0.6766994874229113
6,status,True,True,0.8921795677048454
7,mockXPackLicenseStatus,True,False,0.08693883262941615
8,typeClsFullName,True,True,0.4219218196852704
9,bytes,True,False,0.029797219438070344
10,restoreId,False,False,0.21863797480360336
11,context,False,True,0.5053552881033624
12,cache,False,False,0.026535969683863625
13,relativePath,True,False,0.1988376506866485
14,queryBuilder,False,True,0.6498844377795232
15,printer,False,True,0.5449414806032167
16,sourceBitmapConfig,True,False,0.2204406220406967
17,millis,True,True,0.5892656838759087
18,numShards,True,True,0.8094304566778266
19,fullSchedule,True,False,0.006498759678061017
20,match,True,True,0.8058192518328079
21,sectionLength,False,True,0.6981393949882269
22,status,True,True,0.3402505165179919
23,fooAbs,False,False,0.15547949981178155
24,request,True,True,0.9572130722067812
25,requestUrl,True,True,0.33659454511262676
26,cmcdConfigurationFactory,True,False,0.09274584338014791
27,formatBuilder,False,False,0.09671637683346401
28,desktopServicesStore,True,True,0.8474943663474598
29,roles,True,True,0.6037260313668911
30,wasPanning,True,True,0.8071282732743802
31,delimiter,True,True,0.7297317866938179
32,events,True,True,0.5362280914547007
33,clientId,True,True,0.9731157639793706
34,integer,True,True,0.3785343772083535
35,drmEventDispatcher,True,True,0.552040631273227
36,toExcluded,True,True,0.8294046642529949
37,configurations,True,True,0.6185197523642461
38,unicharsRead,True,True,0.8617069003107772
39,mediaEncoding,True,True,0.577352145256762
40,status,True,True,0.7045718362149235
41,semanticVersion,False,False,0.045824383655662215
42,newReceiverNodes,True,False,0.22789827565154686
43,serviceTimeEWMA,True,False,0.28938796360210717
44,lexer,True,False,0.0797919769236275
45,context,True,False,0.23279088636103018
46,paths,True,False,0.10100142940972912
47,builder,True,False,0.2779736031100921
48,consumer,True,True,0.6356844442644002
49,response,False,True,0.36483217897008424
50,parsed,True,True,0.37018096711688264
51,useKeyAsProperty,True,False,0.2095070307714877
52,forwardButton,False,False,0.26697782204911336
53,random,True,True,0.936654587712494
54,observer,True,True,0.6480353852465935
55,valueBlock,False,True,0.6091310056669882
57,serviceKey,True,False,0.171138648198097
59,currentOffset,True,True,0.7291267979503492
60,updateDoc,False,False,0.1634024937619284
61,dataStream,True,True,0.3794554417576478
62,delegateHandler,True,True,0.9895233506365952
63,responseDuration,True,True,0.6399997598540929
64,tokenStream,False,True,0.5569497437746462
65,transformState,True,True,0.6846142509898746
66,runMode,False,True,0.8428519201898096
67,screenX,False,True,0.7759999115462448
68,yValUncast,True,False,0.22904807196410437
69,stBuilder,True,False,0.03210024390403776
70,userAgent,True,False,0.3154530480590819
71,policy,True,False,0.26774087597570273
72,width,True,False,0.21098284358632646
73,colors,False,True,0.9429097143350544
74,extension,False,True,0.8763676264726689
75,credentials,False,False,0.3146778807984779
76,missingKeys,False,True,0.65543866529488
78,streamedBucket,True,True,0.39563190106066426
80,hasPostings,True,True,0.9145475897405435
81,array,True,True,0.4588518525873988
82,shape,True,False,0.26488016649805246
83,timeStamp,True,False,0.24662750769398345
84,resources,True,True,0.5613681341631508
85,project,False,False,0.26274160852293527
86,depthOfRdepOfRdep,True,True,0.5845859902235405
88,boxedArray,True,True,0.897822883602477
89,bytes,True,True,0.39940050514039727
90,jsonFile,False,False,0.21932075915728333
91,merged,True,True,0.9975376064951103
92,floatSetting,False,True,0.5095262936764645
94,model,False,False,0.09090941217379389
95,inputFrameInfo,True,False,0.04711637542473457
96,handler,True,False,0.10964913035065915
97,includeIncubator,True,True,0.62744604170309
98,threads,True,True,0.7920793643629641
99,refresh,False,True,0.42215996679968404
100,additionalParams,True,False,0.06352770615195713
101,arrayPool,True,True,0.38161928650653676
102,prevState,True,True,0.9961213802400968
103,method,False,True,0.529114345099137
104,invocation,True,True,0.9710783776136181
105,visibility,False,True,0.8607797022344981
106,docCount,False,False,0.011481021942819636
107,entryCount,True,True,0.7207218193601946
108,scale,False,True,0.6817103690265748
109,skippedShards,True,True,0.5369703304087952
110,fromUser,False,False,0.2668251899525428
111,additionalSettings,True,True,0.6409617985798081
112,bgBottomHeight,True,False,0.11155217359587644
113,bootstrapMethodIndex,True,True,0.434765250669105
114,checksumUrlString,True,True,0.45372370632920644
115,tuple,False,True,0.9538159275210801
116,ascUrl,True,True,0.8758529403781941
117,bufferSize,True,False,0.26338905075109076
118,flushedDocs,False,True,0.5005861130502983
119,request,False,False,0.17865188053013137
120,disconnect,False,True,0.9126278393448205
122,tableCat,True,True,0.8705185698367669
123,factory,True,False,0.2984447914486329
124,modulePredicate,True,True,0.6389494948660052
125,conditionLatch,True,True,0.6089702114381723
126,percentDelta,True,False,0.1528392685496348
127,target,True,True,0.7625108000751513
128,childContext,True,True,0.5393790301196257
129,hasFallback,True,True,0.7786264786305582
130,blocks,True,True,0.5303536721951775
131,clusterName,True,False,0.0005718961279435053
132,incXmlOutput,True,True,0.3241560570046731
133,snapshotLifecyclePolicyMetadata,True,False,0.019476742385832302
134,reader,False,True,0.9290986162646171
135,start,False,True,0.8787218778231842
136,nodeIds,False,True,0.8316655293611794
137,digest,True,False,0.30751412540266143
138,unused,True,False,0.05792516649418755
139,skipLen,True,True,0.8780095992040405
141,constantValueAttribute,True,True,0.9469494452979941
142,isChanged,False,False,0.08565345206787878
144,unusedIterator,False,True,0.4859904633166138
145,fieldName,True,False,0.06921251846838361
146,periodDurationUs,True,True,0.7606021652572316
147,usedBuiltInTokenizers,True,True,0.7658344293069878
148,pOwner,True,False,0.1283914644997628
149,button,False,True,0.4752823780987313
150,parent,False,True,0.5498035934949439
151,vBlock,False,False,0.2650566289400591
152,fieldNamesToHighlight,True,True,0.8724330410852574
153,unicodeFilePath,True,True,0.4231379402008869
154,failuresAllowed,False,False,0.21179820544208205
155,lowerCaseArch,True,True,0.5392960887794583
156,programClassCounter,True,True,0.7299310690899762
157,updates,True,False,0.2011510633896959
158,groups,True,False,0.31171629130089495
159,expectedPolicy,False,True,0.9951493566608947
160,colorIndex,False,True,0.6498780576394535
161,tokenInfos,False,True,0.43810008391450406
162,bindingResultWithError,True,True,0.5175758410355906
163,missingId,True,False,0.12100419586826572
164,answer,False,False,0.22469733703155736
165,keygen,True,True,0.33808556214745533
166,startPositionUs,True,True,0.5883087184572333
167,internalTypeEnumeration,True,False,0.230114732596577
168,primaryTerm,True,False,0.22021738445155947
169,method,False,False,0.07099308600903254
170,moduleName,True,True,0.6311029572700989
171,routingNodes,False,False,0.22894178381115438
172,refer,True,True,0.905420013006128
173,object,True,True,0.8596354002537465
174,heuristicIsSuperset,True,False,0.07085734988865344
175,document,True,False,0.23800463436899522
176,deletedProjects,False,True,0.6689777782962806
177,status,False,False,0.2142368073704386
178,images,False,False,0.132311848725025
180,projects,True,True,0.935514240580671
181,context,False,True,0.5710430933252845
182,sourceJar,False,True,0.47267102631179414
183,player,False,True,0.7846194242907534
184,hasPointValues,True,True,0.8074969977666434
185,bucketCount,False,False,0.1904099143618777
186,names,True,False,0.09693081422882333
187,dataSet,True,True,0.4310511824063775
188,requestClass,False,True,0.4235786230199208
189,startPositionUs,True,True,0.467024668036675
190,fieldDescriptor,False,True,0.7290758494598506
191,historyEntryID,True,True,0.6733645472933015
192,buildDistTask,True,True,0.9841652113659661
193,fromUser,False,False,0.09841787115195888
194,processEnvironmentClass,True,True,0.4026212821022688
195,writeLock,False,True,0.33930260539496315
196,numObj,False,True,0.8616725363527911
197,initialRoutingTable,True,False,0.24865633392028563
